name	address	postcode	tel	website	latitude	longitude
Sogreen Yogurt	135 4th St	94103	(415) 369-6166	http://www.sogreenyogurt.com	37.784166	-122.40347
Suriya Thai Restaurant	1432 Valencia St	94110	(415) 824-6655	http://w.dokeungthaicuisine.com	37.749944	-122.420483
Subway	125 Ellis St	94102	(415) 398-7827	http://www.subway.com	37.785343	-122.408314
South Beach Cafe	800 The Embarcadero	94107	(415) 974-1115	http://www.southbeachcafesf.com	37.78153	-122.388501
Subway	30 2nd Ave	94118	(415) 348-1709	http://www.subway.com	37.787136	-122.460409
Stuffed	2788 Mission St	94110	(415) 642-1069	https://www.facebook.com/pages/Stuffed/445376122177154	37.75247	-122.418568
Specialty's Cafe and Bakery	1 Post St	94104	(877) 502-2837	http://www.specialtys.com	37.78895	-122.402336
Star Bagel	1475 Polk St	94109	(415) 567-9955		37.790381	-122.420682
Sol de Mexico	637 Larkin St	94109	(415) 931-8444		37.783857	-122.41772
Subway	200 Pine St	94104	(415) 362-7790	http://www.subway.com	37.792301	-122.39995
Starbucks	52 California St	94111	(415) 398-8630	http://www.starbucks.com	37.793574	-122.397117
Sushirrito	226 Kearny St	94108	(415) 544-9868	http://www.sushirrito.com	37.790255	-122.403949
Subway	168 2nd St	94105	(415) 348-8500	http://www.subway.com	37.787087	-122.398762
St Mary's Pub	3845 Mission St	94110	(415) 970-1939	http://www.facebook.com/stmaryspub	37.735457	-122.424638
Subway	2375 Market St	94114	(415) 861-5006	http://www.subway.com	37.762985	-122.434363
Subway	483 Sacramento St	94111	(415) 399-9942	http://www.subway.com	37.79399	-122.400934
Star Thai	791 Ofarrell St	94109	(415) 441-5635		37.785184	-122.417451
Starbelly	3583 16th St	94114	(415) 252-7500	http://www.starbellysf.com	37.764171	-122.432605
Swig	561 Geary St	94102	(415) 931-7292	http://www.swigbar.com	37.786783	-122.412471
Starbucks	1 Letterman Dr	94129	(415) 441-1740	http://www.starbucks.com	37.799282	-122.449504
Split Step Sports Bar and Restaurant	1166 Geneva Ave	94112	(415) 334-6737		37.71427	-122.436769
Sunset Bakery	1410 9th Ave	94122	(415) 759-6538		37.761902	-122.466072
Starbucks	1560 Van Ness Ave	94109	(415) 749-0365	http://www.starbucks.com	37.790215	-122.422095
Sumi Sushi	4243 18th St	94114	(415) 626-7864		37.760708	-122.436866
Sushi Club	251 3rd St	94103	(415) 512-8138	http://www.shikirestaurant.com	37.784411	-122.399667
Starbucks	390 Stockton St	94108	(415) 989-1637	http://www.starbucks.com	37.789327	-122.406838
Sushi Kinta	5 Embarcadero Ctr	94111	(415) 434-3116	http://sushikintaembarcadero.com	37.794405	-122.395933
Sorabol	845 Market St	94103	(415) 777-5959	http://www.sorabolrestaurants.com	37.784418	-122.406742
Sushi Delight	1964 Market St	94102	(415) 889-9228		37.770219	-122.425902
Subway	2599 San Bruno Ave	94134	(415) 657-9898	http://www.subway.com	37.72899	-122.403949
Soul Food City	403 Eddy St	94109	(415) 724-7877		37.783683	-122.414386
Subway	423 Bush St	94108	(415) 421-2000	http://www.subway.com	37.790622	-122.404542
Subway	99 Drumm St	94111	(415) 986-5510	http://www.subway.com	37.794278	-122.396526
Starbucks	100 W Portal Ave	94127	(415) 664-8370	http://www.starbucks.com	37.739695	-122.467271
Sun Hung Heung	774 Washington St	94108			37.795197	-122.40627
Socola Chocolatier	535 Folsom St	94105	(415) 484-6686	http://www.socolachocolates.com	37.786555	-122.395089
Stanza	1673 Haight St	94117	(415) 529-1592	http://www.facebook.com/stanzasf	37.76953	-122.450163
Specialty's Cafe and Bakery	500 Howard St	94105	(415) 371-1085	http://www.specialtys.com	37.788497	-122.396212
Starbucks	350 Parnassus Ave	94117	(415) 665-6406	http://www.starbucks.com	37.764179	-122.456266
Spicy Bite	3501 Mission St	94110	(415) 647-4036	http://www.spicy-bite.com	37.740922	-122.422748
Subway	147 Mason St	94102	(415) 563-7827	http://www.subway.com	37.784898	-122.409458
Submission Art Space	2183 Mission St	94110	(415) 255-7227	http://www.sf-submission.com	37.762135	-122.419182
Starbucks	199 Fremont St	94105	(415) 615-0458	http://www.starbucks.com	37.78984	-122.394706
Squat and Gobble Cafe	2263 Chestnut St	94123	(415) 441-2200	http://www.squatandgobble.com	37.800181	-122.44052
Starbucks	735 7th Ave	94118			37.774612	-122.465096
Subway	163 Main St	94105	(415) 896-0194	http://www.subway.com	37.791166	-122.393746
Specs' Twelve Adler Museum Cafe	12 William Saroyan Pl	94133	(415) 421-4112		37.797677	-122.406404
Subway	2001 Van Ness Ave	94109	(415) 440-7827	http://www.subway.com	37.794066	-122.423431
SoMa StrEat Food Park	428 11th St	94103	(415) 559-0404	http://www.somastreatfoodpark.com	37.770087	-122.412045
Southern Pacific Brewing	620 Treat Ave	94110	(415) 891-9775	http://www.southernpacificbrewing.com	37.760137	-122.413994
Starbucks	1390 Market St	94102	(415) 863-8332	http://www.starbucks.com	37.776886	-122.417378
Speakeasy Ales and Lagers	1195 Evans Ave	94124	(415) 642-3371	http://www.goodbeer.com	37.738303	-122.380779
Sushi Delight	1946 Market St	94102	(415) 621-3622	http://www.sushidelight.net	37.770146	-122.425808
So	1010 Bryant St	94103	(415) 552-7676	http://www.facebook.com/jginsur?v=feed&story_fbid=242150972437#/pages/San-Francisco-CA/SO-Restaurant/255137278904?ref=ts	37.772406	-122.407285
Sun Rise Restaurant	3126 24th St	94110	(415) 206-1219	http://sunriserestaurantsf.com	37.752537	-122.414722
Starbucks	3995 24th St	94114	(415) 826-1118	http://www.starbucks.com	37.751352	-122.431707
St Luke's Hospital Coffee Cart	1580 Valencia St	94110	(415) 641-6667		37.747399	-122.420546
Sushi Tree	1844 Balboa St	94121	(415) 751-1769	http://www.sushitree.com	37.776631	-122.478499
Soo Fong Restaurant	3801 3rd St	94124	(415) 285-2828		37.741872	-122.387539
Sundance Kabuki Cinemas	1881 Post St	94115	(415) 346-3243	http://www.sundancecinemas.com	37.785104	-122.432658
Sutter Plaza Genl Store	1388 Sutter St	94109	(415) 775-0132		37.787388	-122.422904
Sushi Kazu	841 Irving St	94122	(415) 681-5539		37.763927	-122.46698
Sohberts	144 King St	94107	(510) 816-8761	http://sohberts.blogspot.com	37.779224	-122.390778
Subway	177 Townsend St	94107	(415) 777-8567	http://www.subway.com	37.779207	-122.392227
Sol	2500 Mason St	94133	(415) 627-6504		37.807015	-122.41379
Sushi at Macy's	1 Stockton St	94108			37.785911	-122.406226
Subway	2516 Noriega St	94122	(415) 759-1074	http://www.subway.com	37.753719	-122.490746
Subway	750 Font Blvd	94132	(415) 405-3499	http://www.subway.com	37.723078	-122.482556
Splendido	4 Embarcadero Ctr	94111	(415) 986-3222		37.786564	-122.392518
Starbucks	123 Mission St	94105	(415) 543-1510	http://www.starbucks.com	37.792011	-122.394467
Sodinis Green Valley Restaurant	510 Green St	94133	(415) 291-0499		37.799747	-122.407634
Starbucks	4094 18th St	94114	(415) 626-6263	http://www.starbucks.com	37.760984	-122.43473
Starbucks	161 Montgomery St	94104			37.7906	-122.402
Sushi Boat Restaurant	181 Ofarrell St	94102	(415) 392-5111		37.786364	-122.407787
Subs	1300 Castro St	94114	(415) 648-4256	http://caraudiosecurity.com/shop/subcategories/c_path/60/spd/speakers---subs.html	37.751271	-122.43418
Splash Cafe and Restaurant	750 Ellis St	94109	(415) 829-7114		37.784216	-122.418532
Swipe USA	684 Larkin St	94109	(415) 345-1549		37.784046	-122.41765
Stones Throw	1896 Hyde St	94109	(415) 796-2901	http://stonesthrowsf.com	37.798099	-122.418746
Sutter Station Tavern	25 Sutter St	94104	(415) 434-4768		37.790085	-122.401009
Specialty's Cafe and Bakery	150 Spear St	94105	(877) 502-2837	http://www.specialtys.com	37.791871	-122.393393
Snow Garden	712 Grant Ave	94108	(415) 982-3815		37.793647	-122.406127
Subway	77 Van Ness Ave	94102	(415) 255-8929	http://www.subway.com	37.776093	-122.419688
Southern Slant	1040 Bush St	94109	(415) 440-2406	http://www.southernslant.com	37.789471	-122.414435
Starbucks	50 Beale St	94105	(415) 512-1545	http://www.starbucks.com	37.791668	-122.396529
Soma Restaurant and Bar	85 5th St	94103	(415) 778-8500	http://www.letseat.at/SomaRestaurant	37.782806	-122.406475
Starbucks	1255 Battery St	94111	(415) 402-0379	http://www.starbucks.com	37.802837	-122.402318
Spiazzo Cafe	33 W Portal Ave	94127	(415) 664-9511	http://www.spiazzoristorante.com	37.740377	-122.466046
Sparrow Bar and Kitchen	1640 Haight St	94117	(415) 622-6137	http://www.sparrowbarandkitchen.com	37.769841	-122.449268
Starbucks	455 Market St	94105	(415) 243-9792	http://www.starbucks.com	37.791093	-122.398607
Sukhothai Restaurant	1319 9th Ave	94122	(415) 564-7722	http://www.soigowthai.com	37.763691	-122.466337
Square Meals SF	445 Ashbury St	94117	(415) 552-3501	http://www.squaremealssf.com	37.77129	-122.447314
Solarcity San Francisco	444 De Haro St	94107	(415) 701-0191		37.764324	-122.402621
Sotto Mare	552 Green St	94133	(415) 398-3181	http://www.sottomaresf.com	37.79967	-122.408275
Sweet Inspiration	2239 Market St	94114	(415) 621-8664	http://www.sweetinspirationbakery.com	37.765151	-122.431773
Starbucks	1501 Fillmore St	94115	(415) 441-7969	http://www.starbucks.com	37.783375	-122.432756
Swamp	5423 Geary Blvd	94121	(415) 876-2828	http://swampsf.com	37.780301	-122.477757
Submarine Sandwiches	900 Sutter St	94109			37.788441	-122.415291
Subway	11 3rd St	94103	(415) 348-1713	http://www.subway.com	37.787388	-122.403085
Subway	50 Fremont St	94105	(415) 778-6388	http://www.subway.com	37.790664	-122.397661
Specialty's Cafe and Bakery	505 Sansome St	94111	(877) 502-2837	http://www.specialtys.com	37.795026	-122.401682
Soma Pizza	121 7th St	94103	(415) 626-8381		37.778817	-122.410321
Subway	598 Parnassus Ave	94122	(415) 661-0199	http://www.subway.com	37.763222	-122.459117
Spencer On The Go	Folsom St	94103		http://spenceronthego.com/home.html	37.776758	-122.407846
Sun Rise Chinese Restaurant	960 Edinburgh St	94112	(415) 255-8628		37.715188	-122.436802
Starbucks	343 Sansome St	94104	(415) 989-8759	http://www.starbucks.com	37.793604	-122.401315
Soup Junkie	388 Market St	94111	(415) 291-0686	http://www.soupjunkiesf.com	37.792162	-122.398074
Subway	701 Sutter St	94109	(415) 345-1300	http://www.subway.com	37.78862	-122.411998
Starbucks	865 Market St	94103	(415) 348-0940	http://www.starbucks.com	37.784016	-122.407258
Suisse Italia	101 California St	94111	(415) 434-3800	http://www.suisseitalia.com	37.79314	-122.397854
Starbucks	222 Mason St	94102	(415) 296-9056	http://www.starbucks.com	37.785874	-122.409285
Sushiland	22 Peace Plz	94115	(415) 921-2000		37.785347	-122.429148
Starbucks	555 California St	94104	(415) 788-8670	http://www.starbucks.com	37.792571	-122.403527
Subway	855 Battery St	94111	(415) 956-1588	http://www.subway.com	37.799002	-122.401336
Sunglass Hut at Macy's	170 O	94102	(415) 781-0156	http://www.sunglasshut.com	37.786836	-122.407496
Sudachi	1217 Sutter St	94109	(415) 931-6951	http://sudachisushisf.com	37.787602	-122.420464
Subway	700 4th St	94107	(415) 495-6341	http://www.subway.com	37.776781	-122.394724
Straits Cafe	3300 Geary Blvd	94118	(415) 668-1783	http://www.straitsrestaurants.com	37.781713	-122.454257
Sun Hing Chinese Deli and Meat	1151 Stockton St	94133	(415) 951-8628		37.796479	-122.408756
Starbucks	1750 Divisadero St	94115	(415) 346-7193	http://www.starbucks.com	37.785937	-122.439804
Starbucks	201 Spear St	94105	(415) 974-5077	http://www.starbucks.com	37.791231	-122.392203
Star India	3721 Geary Blvd	94118	(415) 668-4466	http://www.starindiarestaurant.com	37.781109	-122.459267
Starbucks	2132 Chestnut St	94123	(415) 673-6781	http://www.starbucks.com	37.80064	-122.438538
Supreme Chicken	3085 24th St	94110	(415) 695-0747		37.752435	-122.413767
Subway	160 Broadway	94111	(415) 986-2884	http://local.subway.com/FWPCons/frmSiteMainPage.aspx%3FCC=USA%26LC=ENG%26SS=53761-0	37.79859	-122.400987
Soracco and Co.	1700 Stockton St	94133	(415) 421-3786		37.801431	-122.409219
Spike's Coffee and Tea	4117 19th St	94114	(415) 626-5573	http://www.spikescoffee.com	37.759207	-122.435154
Starbucks	298 King St	94107	(415) 633-1001	http://www.starbucks.com	37.77678	-122.393886
Spiro	826 Van Ness Ave	94109	(415) 913-7862		37.783328	-122.420653
Sushi Friend	3348 18th St	94110	(415) 437-6711	http://www.sushifriendsf.com	37.761976	-122.418219
SP Oil Ed Mama	1400 Sunnydale Ave	94134	(415) 816-0744	http://www.thespoiledmama.com	37.711779	-122.4152
Sprig of Thyme Personal Chef Services	1400 10th Ave	94122	(415) 722-5607	http://www.sprigofthyme.com	37.762013	-122.467364
Subway	376 Larkin St	94102	(415) 241-9022	http://www.subway.com	37.781161	-122.417008
Starbucks	3251 20th Ave	94132	(415) 665-4956	http://www.starbucks.com	37.728206	-122.476444
Starbucks	200 Pine St	94104	(415) 397-7741	http://www.starbucks.com	37.79236	-122.399931
Sugarlump	2862 24th St	94110	(415) 826-5867	http://www.sugarlumpcoffeelounge.com	37.752873	-122.409576
Starbucks	2300 16th St	94103	(415) 575-1120	http://www.starbucks.com	37.766228	-122.409455
Sneaky Tiki	1582 Folsom St	94103	(415) 701-8454	http://www.mercurysf.com	37.77105	-122.414967
Sunflower	288 Connecticut St	94107	(415) 861-2336	http://www.sunflowersf.com	37.762591	-122.39752
Starbucks	295 California St	94111	(415) 986-2349	http://www.starbucks.com	37.793126	-122.399789
Sushi 509	509 Haight St	94117	(415) 621-1500		37.771989	-122.430723
Soul Food Sundays	359 Divisadero St	94117	(415) 515-7835	http://www.danzigercatering.com	37.773064	-122.43757
Subway	5 Perry St	94107	(415) 986-4622	http://subway.com	37.782896	-122.395803
Starbucks	74 New Montgomery St	94105	(415) 284-0651	http://www.starbucks.com	37.787603	-122.401144
St Francis Yacht Club	Marina Dr	NA	(415) 563-6363	http://www.stfyc.com	37.806083	-122.440106
Starbucks	44 Montgomery St	94104	(415) 397-4394	http://www.starbucks.com	37.789646	-122.401877
Sun Maxim's Bakery	2034 Irving St	94122	(415) 661-4623	http://www.chinesebakerysanfrancisco.com	37.76352	-122.479875
Specialty's Cafe and Bakery	333 Pine St	94104	(415) 362-2052	http://www.specialtysdirect.com	37.791903	-122.401478
Starbucks	2727 Mariposa St	94110	(415) 552-2649	http://www.starbucks.com	37.762923	-122.410453
Sweet Jo's	3200 California St	94118	(415) 345-0090	http://www.sweetjoscafe.com	37.787529	-122.44712
Subway	388 Market St	94111	(415) 391-2848	http://www.subway.com	37.791973	-122.397954
Suede	383 Bay St	94133	(415) 399-9555	http://www.suedesf.com	37.805482	-122.413331
Sweeties	475 Francisco St	94133	(415) 433-2343		37.804596	-122.412876
Southend Grill 'N' Bar	1499 Valencia St	94110	(415) 648-8623	http://www.southendsf.com	37.749004	-122.420243
Stonestown Pizza	4097 19th Ave	94132	(415) 841-9476	http://www.diala-pizza.com	37.714455	-122.470092
Super K Market	6001 California St	94121	(415) 221-7600		37.78402	-122.4818
Starbucks	3595 California St	94118	(415) 387-2249	http://www.starbucks.com	37.786155	-122.453196
Spressi	2500 Mason St	94133	(415) 362-5500	http://www.sheratonatthewharf.com/hotel-dining	37.806931	-122.413511
Super Star Restaurant	4919 Mission St	94112	(415) 585-4360	http://www.burmasuperstar.com	37.71961	-122.438477
SPICE Supper Club	Church St	94131	(415) 609-8492	http://spicesupperclubsf.wordpress.com	37.744101	-122.426719
Specialty's Cafe and Bakery	22 Battery St	94111	(415) 834-0157	http://www.specialtys.com	37.79147	-122.399605
Starbucks	280 King St	94107	(415) 344-0351	http://www.starbucks.com	37.776904	-122.3936
Sweetheart Bakery	2956 24th St	94110	(415) 826-0876		37.752853	-122.411224
Street Restaurant	2033 Larkin St	94109	(415) 775-1055	http://www.streetonpolk.com	37.796766	-122.420338
Spices	294 8th Ave	94118	(415) 752-8885	http://spicesrestaurantonline.com	37.783149	-122.465168
Stow Lake Boat House	Golden Gate Park	94118	(415) 386-2531	http://www.stowlakeboathouse.com	37.770631	-122.477035
Subway	2675 Geary Blvd	94118	(415) 567-7823	http://www.subway.com	37.781906	-122.446032
Soda Popinski	1548 California St	94109	(415) 857-1548	https://www.facebook.com/SodaPopinskis	37.790779	-122.419895
Starbucks	1231 Market St	94103	(415) 522-1438	http://www.starbucks.com	37.778243	-122.41507
South at SFJAZZ	201 Franklin St	94102	(415) 539-3905	http://www.southatsfjazz.com	37.776359	-122.421532
Subway	500 Parnassus Ave	94143	(415) 661-0199	http://www.subway.com	37.763308	-122.458746
Sunrise Deli	89 Belden Pl	94104	(415) 362-2800	http://www.sunrisedeli.net	37.791718	-122.403902
Swank	488 Presidio Ave	94115	(415) 346-7431	http://www.jdvhotels.com/dining/sanfrancisco/swank	37.787373	-122.446767
Starbucks	701 Battery St	94111	(415) 986-5808	http://www.starbucks.com	37.797711	-122.401033
Starbucks	425 Battery St	94111	(415) 445-9030	http://www.starbucks.com	37.795128	-122.400435
Sunflower Cafe	284 Ofarrell St	94102	(415) 986-6016		37.786349	-122.409457
Starbucks	2222 Fillmore St	94115	(415) 673-3171	http://www.starbucks.com	37.790186	-122.433993
Ssisso	1700A Post St	94115	(415) 441-1522	http://www.ssissosf.com	37.78574	-122.430077
Swiss Louis Italian and Seafood	53 Russell St	94109	(415) 421-2913	http://www.swisslouis.com	37.810106	-122.410569
Sushi Raw	4435 Mission St	94112	(415) 333-9288	http://www.sushirawsf.com	37.727163	-122.43273
Spices Ii	392 6th Ave	94118	(415) 752-8885	http://www.spicesrestaurantonline.com	37.783286	-122.466488
Starbucks	1800 Irving St	94122	(415) 242-7970	http://www.starbucks.com	37.763714	-122.477399
Subway	101 Spear St	94105	(415) 543-1505	http://www.subway.com	37.792527	-122.393375
Subway	408 Montgomery St	94104	(415) 391-1123	http://www.subway.com	37.793071	-122.402726
StrEat Brew	428 11th St	94103	(925) 899-0933	https://www.facebook.com/StreatBrew	37.769945	-122.412044
Sous Beurre Kitchen	2862 24th St	94110	(415) 826-5867	http://www.sousbeurrekitchen.com	37.75286	-122.40954
Subway	1330 Jones St	94109	(415) 440-7827	http://www.subway.com	37.793542	-122.414461
SusieCakes	2109 Chestnut St	94123	(415) 474-2253	http://www.susiecakes.com	37.800546	-122.438184
Soul Groove	422 Larkin St	94102	(415) 734-7598	http://www.chickenandwafflesandwich.com	37.781832	-122.417222
Specchio	2331 Mission St	94110	(415) 956-5528	http://www.ristorantespecchio.com	37.759736	-122.418985
Sugoi Sushi	1058 Valencia St	94110	(415) 401-8442	http://www.sugoisushisf.com	37.755908	-122.421169
Sugarcane SF	6903 Geary Blvd	94121	(415) 933-8938		37.779691	-122.493485
Sutter Station Tavern	554 Market St	94104	(415) 434-4768	https://www.facebook.com/pages/Sutter-Station-Tavern-Cocktail-Lounge/108891659145000	37.789883	-122.400845
Starbucks	2350 Noriega St	94122	(415) 665-4565	http://www.starbucks.com	37.754081	-122.488797
Starbucks	3735 Buchanan St	94123	(415) 346-2852	http://www.starbucks.com	37.804476	-122.433731
Sushi Train	825 Mission St	94103			37.783901	-122.404822
Specialtys Cafe and Bakery	115 Sansome St	94104	(415) 362-2052	http://www.specialtysdirect.com	37.791779	-122.401485
